#Event defined by >100, 1 pfu; start time 2012-03-07 04:05:00, end time 2012-03-10 14:30:00
#>Elow,Fluence 1/[cm^2 sr]
5.0,617258243.7
10.0,311264818.98
30.0,76046996.00999998
50.0,28120797.570000004
60.0,17540767.16999999
100.0,5384383.215
700.0,35.19312675000003
